index,Question,Segment Type,Segment Description,Answer,Count,Percentage
722,What social platform has influenced your online shopping most?,University,Azusa Pacific University,Snapchat,0,0.0
723,What social platform has influenced your online shopping most?,University,Azusa Pacific University,Twitter,0,0.0
724,What social platform has influenced your online shopping most?,University,Azusa Pacific University,None,0,0.0
725,What social platform has influenced your online shopping most?,University,University of Connecticut,Facebook,1,1.0
726,What social platform has influenced your online shopping most?,University,University of Connecticut,Instagram,0,0.0
727,What social platform has influenced your online shopping most?,University,University of Connecticut,Snapchat,0,0.0
728,What social platform has influenced your online shopping most?,University,University of Connecticut,Twitter,0,0.0
729,What social platform has influenced your online shopping most?,University,University of Connecticut,None,0,0.0
730,What social platform has influenced your online shopping most?,University,Boston University,Facebook,0,0.0
731,What social platform has influenced your online shopping most?,University,Boston University,Instagram,1,1.0
732,What social platform has influenced your online shopping most?,University,Boston University,Snapchat,0,0.0
733,What social platform has influenced your online shopping most?,University,Boston University,Twitter,0,0.0
734,What social platform has influenced your online shopping most?,University,Boston University,None,0,0.0
735,What social platform has influenced your online shopping most?,University,Colorado State University,Facebook,0,0.0
736,What social platform has influenced your online shopping most?,University,Colorado State University,Instagram,0,0.0
737,What social platform has influenced your online shopping most?,University,Colorado State University,Snapchat,0,0.0
738,What social platform has influenced your online shopping most?,University,Colorado State University,Twitter,1,1.0
739,What social platform has influenced your online shopping most?,University,Colorado State University,None,0,0.0
740,What social platform has influenced your online shopping most?,University,Clemson University,Facebook,0,0.0
741,What social platform has influenced your online shopping most?,University,Clemson University,Instagram,1,1.0
742,What social platform has influenced your online shopping most?,University,Clemson University,Snapchat,0,0.0
743,What social platform has influenced your online shopping most?,University,Clemson University,Twitter,0,0.0
744,What social platform has influenced your online shopping most?,University,Clemson University,None,0,0.0
745,What social platform has influenced your online shopping most?,University,University of Rochester,Facebook,0,0.0
746,What social platform has influenced your online shopping most?,University,University of Rochester,Instagram,1,1.0
747,What social platform has influenced your online shopping most?,University,University of Rochester,Snapchat,0,0.0
748,What social platform has influenced your online shopping most?,University,University of Rochester,Twitter,0,0.0
749,What social platform has influenced your online shopping most?,University,University of Rochester,None,0,0.0
750,What social platform has influenced your online shopping most?,University,James Madison University,Facebook,0,0.0
751,What social platform has influenced your online shopping most?,University,James Madison University,Instagram,0,0.0
752,What social platform has influenced your online shopping most?,University,James Madison University,Snapchat,0,0.0
753,What social platform has influenced your online shopping most?,University,James Madison University,Twitter,0,0.0
754,What social platform has influenced your online shopping most?,University,James Madison University,None,1,1.0
755,What social platform has influenced your online shopping most?,University,Stephen F. Austin State University,Facebook,0,0.0
756,What social platform has influenced your online shopping most?,University,Stephen F. Austin State University,Instagram,0,0.0
757,What social platform has influenced your online shopping most?,University,Stephen F. Austin State University,Snapchat,0,0.0
758,What social platform has influenced your online shopping most?,University,Stephen F. Austin State University,Twitter,0,0.0
759,What social platform has influenced your online shopping most?,University,Stephen F. Austin State University,None,1,1.0
760,What social platform has influenced your online shopping most?,University,Loyola University Maryland,Facebook,0,0.0
761,What social platform has influenced your online shopping most?,University,Loyola University Maryland,Instagram,0,0.0
762,What social platform has influenced your online shopping most?,University,Loyola University Maryland,Snapchat,0,0.0
763,What social platform has influenced your online shopping most?,University,Loyola University Maryland,Twitter,0,0.0
764,What social platform has influenced your online shopping most?,University,Loyola University Maryland,None,1,1.0
765,What social platform has influenced your online shopping most?,University,Michigan Technological University,Facebook,1,1.0
766,What social platform has influenced your online shopping most?,University,Michigan Technological University,Instagram,0,0.0
767,What social platform has influenced your online shopping most?,University,Michigan Technological University,Snapchat,0,0.0
768,What social platform has influenced your online shopping most?,University,Michigan Technological University,Twitter,0,0.0
769,What social platform has influenced your online shopping most?,University,Michigan Technological University,None,0,0.0
770,What social platform has influenced your online shopping most?,University,Texas State University,Facebook,0,0.0
771,What social platform has influenced your online shopping most?,University,Texas State University,Instagram,1,1.0
772,What social platform has influenced your online shopping most?,University,Texas State University,Snapchat,0,0.0
773,What social platform has influenced your online shopping most?,University,Texas State University,Twitter,0,0.0
774,What social platform has influenced your online shopping most?,University,Texas State University,None,0,0.0
775,What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Facebook,0,0.0
776,What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Instagram,1,0.333
777,What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Snapchat,0,0.0
778,What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Twitter,0,0.0
779,What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,None,2,0.667
780,What social platform has influenced your online shopping most?,University,Seton Hall University,Facebook,0,0.0
781,What social platform has influenced your online shopping most?,University,Seton Hall University,Instagram,0,0.0
782,What social platform has influenced your online shopping most?,University,Seton Hall University,Snapchat,0,0.0
783,What social platform has influenced your online shopping most?,University,Seton Hall University,Twitter,1,0.5
784,What social platform has influenced your online shopping most?,University,Seton Hall University,None,1,0.5
785,What social platform has influenced your online shopping most?,University,Roger Williams University,Facebook,0,0.0
786,What social platform has influenced your online shopping most?,University,Roger Williams University,Instagram,0,0.0
787,What social platform has influenced your online shopping most?,University,Roger Williams University,Snapchat,0,0.0
788,What social platform has influenced your online shopping most?,University,Roger Williams University,Twitter,0,0.0
789,What social platform has influenced your online shopping most?,University,Roger Williams University,None,1,1.0
790,What social platform has influenced your online shopping most?,University,Elon University,Facebook,0,0.0
791,What social platform has influenced your online shopping most?,University,Elon University,Instagram,0,0.0
792,What social platform has influenced your online shopping most?,University,Elon University,Snapchat,0,0.0
793,What social platform has influenced your online shopping most?,University,Elon University,Twitter,0,0.0
794,What social platform has influenced your online shopping most?,University,Elon University,None,1,1.0
795,What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Facebook,0,0.0
796,What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Instagram,0,0.0
797,What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Snapchat,0,0.0
798,What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Twitter,1,1.0
799,What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,None,0,0.0
800,What social platform has influenced your online shopping most?,University,United States Military Academy,Facebook,0,0.0
801,What social platform has influenced your online shopping most?,University,United States Military Academy,Instagram,1,1.0
802,What social platform has influenced your online shopping most?,University,United States Military Academy,Snapchat,0,0.0
803,What social platform has influenced your online shopping most?,University,United States Military Academy,Twitter,0,0.0
804,What social platform has influenced your online shopping most?,University,United States Military Academy,None,0,0.0
805,What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Facebook,0,0.0
806,What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Instagram,1,0.5
807,What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Snapchat,0,0.0
808,What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Twitter,0,0.0
809,What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,None,1,0.5
810,What social platform has influenced your online shopping most?,University,University of Tampa,Facebook,1,1.0
811,What social platform has influenced your online shopping most?,University,University of Tampa,Instagram,0,0.0
812,What social platform has influenced your online shopping most?,University,University of Tampa,Snapchat,0,0.0
813,What social platform has influenced your online shopping most?,University,University of Tampa,Twitter,0,0.0
814,What social platform has influenced your online shopping most?,University,University of Tampa,None,0,0.0
815,What social platform has influenced your online shopping most?,University,Essex Technical High School,Facebook,0,0.0
816,What social platform has influenced your online shopping most?,University,Essex Technical High School,Instagram,1,1.0
817,What social platform has influenced your online shopping most?,University,Essex Technical High School,Snapchat,0,0.0
818,What social platform has influenced your online shopping most?,University,Essex Technical High School,Twitter,0,0.0
819,What social platform has influenced your online shopping most?,University,Essex Technical High School,None,0,0.0
820,What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Facebook,0,0.0
821,What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Instagram,1,0.5
822,What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Snapchat,0,0.0
823,What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Twitter,0,0.0
824,What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,None,1,0.5
825,What social platform has influenced your online shopping most?,University,Pinnacle High School,Facebook,0,0.0
826,What social platform has influenced your online shopping most?,University,Pinnacle High School,Instagram,1,1.0
827,What social platform has influenced your online shopping most?,University,Pinnacle High School,Snapchat,0,0.0
828,What social platform has influenced your online shopping most?,University,Pinnacle High School,Twitter,0,0.0
829,What social platform has influenced your online shopping most?,University,Pinnacle High School,None,0,0.0
830,What social platform has influenced your online shopping most?,University,Baltimore City College,Facebook,0,0.0
831,What social platform has influenced your online shopping most?,University,Baltimore City College,Instagram,0,0.0
832,What social platform has influenced your online shopping most?,University,Baltimore City College,Snapchat,0,0.0
833,What social platform has influenced your online shopping most?,University,Baltimore City College,Twitter,0,0.0
834,What social platform has influenced your online shopping most?,University,Baltimore City College,None,1,1.0
835,What social platform has influenced your online shopping most?,University,New York University,Facebook,0,0.0
836,What social platform has influenced your online shopping most?,University,New York University,Instagram,0,0.0
837,What social platform has influenced your online shopping most?,University,New York University,Snapchat,0,0.0
838,What social platform has influenced your online shopping most?,University,New York University,Twitter,0,0.0
839,What social platform has influenced your online shopping most?,University,New York University,None,1,1.0
840,What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Facebook,0,0.0
841,What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Instagram,1,1.0
842,What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Snapchat,0,0.0
843,What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Twitter,0,0.0
844,What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,None,0,0.0
845,What social platform has influenced your online shopping most?,University,Loyola Marymount University,Facebook,0,0.0
846,What social platform has influenced your online shopping most?,University,Loyola Marymount University,Instagram,1,0.5
847,What social platform has influenced your online shopping most?,University,Loyola Marymount University,Snapchat,0,0.0
848,What social platform has influenced your online shopping most?,University,Loyola Marymount University,Twitter,0,0.0
849,What social platform has influenced your online shopping most?,University,Loyola Marymount University,None,1,0.5
850,What social platform has influenced your online shopping most?,University,University of Dayton,Facebook,0,0.0
851,What social platform has influenced your online shopping most?,University,University of Dayton,Instagram,0,0.0
852,What social platform has influenced your online shopping most?,University,University of Dayton,Snapchat,0,0.0
853,What social platform has influenced your online shopping most?,University,University of Dayton,Twitter,0,0.0
854,What social platform has influenced your online shopping most?,University,University of Dayton,None,1,1.0
855,What social platform has influenced your online shopping most?,University,UMass Amherst,Facebook,1,0.5
856,What social platform has influenced your online shopping most?,University,UMass Amherst,Instagram,1,0.5
857,What social platform has influenced your online shopping most?,University,UMass Amherst,Snapchat,0,0.0
858,What social platform has influenced your online shopping most?,University,UMass Amherst,Twitter,0,0.0
859,What social platform has influenced your online shopping most?,University,UMass Amherst,None,0,0.0
860,What social platform has influenced your online shopping most?,University,Brock University,Facebook,0,0.0
861,What social platform has influenced your online shopping most?,University,Brock University,Instagram,1,1.0
862,What social platform has influenced your online shopping most?,University,Brock University,Snapchat,0,0.0
863,What social platform has influenced your online shopping most?,University,Brock University,Twitter,0,0.0
864,What social platform has influenced your online shopping most?,University,Brock University,None,0,0.0
865,What social platform has influenced your online shopping most?,University,Kutztown University,Facebook,0,0.0
866,What social platform has influenced your online shopping most?,University,Kutztown University,Instagram,0,0.0
867,What social platform has influenced your online shopping most?,University,Kutztown University,Snapchat,0,0.0
868,What social platform has influenced your online shopping most?,University,Kutztown University,Twitter,1,1.0
869,What social platform has influenced your online shopping most?,University,Kutztown University,None,0,0.0
870,What social platform has influenced your online shopping most?,University,University of Mississippi,Facebook,0,0.0
871,What social platform has influenced your online shopping most?,University,University of Mississippi,Instagram,1,1.0
872,What social platform has influenced your online shopping most?,University,University of Mississippi,Snapchat,0,0.0
873,What social platform has influenced your online shopping most?,University,University of Mississippi,Twitter,0,0.0
874,What social platform has influenced your online shopping most?,University,University of Mississippi,None,0,0.0
875,What social platform has influenced your online shopping most?,University,University of Mount Union,Facebook,0,0.0
876,What social platform has influenced your online shopping most?,University,University of Mount Union,Instagram,0,0.0
877,What social platform has influenced your online shopping most?,University,University of Mount Union,Snapchat,0,0.0
878,What social platform has influenced your online shopping most?,University,University of Mount Union,Twitter,0,0.0
879,What social platform has influenced your online shopping most?,University,University of Mount Union,None,1,1.0
880,What social platform has influenced your online shopping most?,University,Duke University,Facebook,0,0.0
881,What social platform has influenced your online shopping most?,University,Duke University,Instagram,0,0.0
882,What social platform has influenced your online shopping most?,University,Duke University,Snapchat,0,0.0
883,What social platform has influenced your online shopping most?,University,Duke University,Twitter,1,0.5
884,What social platform has influenced your online shopping most?,University,Duke University,None,1,0.5
885,What social platform has influenced your online shopping most?,University,Shippensburg University,Facebook,0,0.0
886,What social platform has influenced your online shopping most?,University,Shippensburg University,Instagram,0,0.0
887,What social platform has influenced your online shopping most?,University,Shippensburg University,Snapchat,0,0.0
888,What social platform has influenced your online shopping most?,University,Shippensburg University,Twitter,1,1.0
889,What social platform has influenced your online shopping most?,University,Shippensburg University,None,0,0.0
890,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Facebook,54,0.184
891,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Instagram,96,0.327
892,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Snapchat,7,0.024
893,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Twitter,17,0.058
894,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",None,120,0.408
895,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Facebook,95,0.153
896,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Instagram,174,0.28
897,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Snapchat,17,0.027
898,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Twitter,52,0.084
899,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",None,283,0.456
900,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Facebook,40,0.18
901,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Instagram,76,0.342
902,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Snapchat,9,0.041
903,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Twitter,21,0.095
904,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",None,76,0.342
905,What social platform has influenced your online shopping most?,Custom,or private school? Private,Facebook,61,0.169
906,What social platform has influenced your online shopping most?,Custom,or private school? Private,Instagram,105,0.29
907,What social platform has influenced your online shopping most?,Custom,or private school? Private,Snapchat,8,0.022
908,What social platform has influenced your online shopping most?,Custom,or private school? Private,Twitter,20,0.055
909,What social platform has influenced your online shopping most?,Custom,or private school? Private,None,168,0.464
910,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Facebook,20,0.135
911,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Instagram,37,0.25
912,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Snapchat,8,0.054
913,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Twitter,22,0.149
914,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",None,61,0.412
915,What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Facebook,70,0.23
916,What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Instagram,83,0.273
917,What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Snapchat,8,0.026
918,What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Twitter,13,0.043
919,What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),None,130,0.428
920,What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Facebook,71,0.157
921,What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Instagram,149,0.33
922,What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Snapchat,11,0.024
923,What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Twitter,42,0.093
924,What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,None,178,0.395
925,What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Facebook,41,0.121
926,What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Instagram,111,0.326
927,What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Snapchat,12,0.035
928,What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Twitter,32,0.094
929,What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),None,144,0.424
930,What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Facebook,15,0.112
931,What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Instagram,45,0.336
932,What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Snapchat,7,0.052
933,What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Twitter,10,0.075
934,What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,None,57,0.425
935,What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Facebook,40,0.183
936,What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Instagram,47,0.215
937,What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Snapchat,8,0.037
938,What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Twitter,14,0.064
939,What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,None,110,0.502
940,What social platform has influenced your online shopping most?,Custom,or private school? No school,Facebook,4,0.125
941,What social platform has influenced your online shopping most?,Custom,or private school? No school,Instagram,10,0.313
942,What social platform has influenced your online shopping most?,Custom,or private school? No school,Snapchat,1,0.031
943,What social platform has influenced your online shopping most?,Custom,or private school? No school,Twitter,1,0.031
944,What social platform has influenced your online shopping most?,Custom,or private school? No school,None,16,0.5
945,What social platform has influenced your online shopping most?,Custom,or private school? Public,Facebook,117,0.153
946,What social platform has influenced your online shopping most?,Custom,or private school? Public,Instagram,250,0.326
947,What social platform has influenced your online shopping most?,Custom,or private school? Public,Snapchat,27,0.035
948,What social platform has influenced your online shopping most?,Custom,or private school? Public,Twitter,69,0.09
949,What social platform has influenced your online shopping most?,Custom,or private school? Public,None,304,0.396
950,What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Facebook,87,0.175
951,What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Instagram,159,0.321
952,What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Snapchat,19,0.038
953,What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Twitter,50,0.101
954,What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,None,181,0.365
955,What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Facebook,197,0.236
956,What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Instagram,285,0.342
957,What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Snapchat,22,0.026
958,What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Twitter,38,0.046
959,What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,None,291,0.349
960,What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Facebook,39,0.245
961,What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Instagram,35,0.22
962,What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Snapchat,10,0.063
963,What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Twitter,11,0.069
964,What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,None,64,0.403
965,What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Facebook,39,0.245
966,What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Instagram,58,0.365
967,What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Snapchat,6,0.038
968,What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Twitter,5,0.031
969,What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,None,51,0.321
970,What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Facebook,51,0.266
971,What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Instagram,61,0.318
972,What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Snapchat,7,0.036
973,What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Twitter,4,0.021
974,What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,None,69,0.359
975,What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Facebook,172,0.229
976,What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Instagram,231,0.308
977,What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Snapchat,21,0.028
978,What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Twitter,35,0.047
979,What social platform has influenced your online shopping most?,Custom,Are you? None/Other,None,292,0.389
980,What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Facebook,68,0.291
981,What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Instagram,68,0.291
982,What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Snapchat,9,0.038
983,What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Twitter,6,0.026
984,What social platform has influenced your online shopping most?,Custom,Are you? Jewish,None,83,0.355
985,What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Facebook,0,0.0
986,What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Instagram,0,0.0
987,What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Snapchat,0,0.0
988,What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Twitter,0,0.0
989,What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,None,0,0.0
990,What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,Facebook,1,1.0
991,What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,Instagram,0,0.0
992,What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,Snapchat,0,0.0
993,What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,Twitter,0,0.0
994,What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,None,0,0.0
995,What social platform has influenced your online shopping most?,Custom,you a feminist? No,Facebook,45,0.157
996,What social platform has influenced your online shopping most?,Custom,you a feminist? No,Instagram,58,0.203
997,What social platform has influenced your online shopping most?,Custom,you a feminist? No,Snapchat,11,0.038
998,What social platform has influenced your online shopping most?,Custom,you a feminist? No,Twitter,22,0.077
999,What social platform has influenced your online shopping most?,Custom,you a feminist? No,None,150,0.524
1000,What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Facebook,34,0.167
1001,What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Instagram,65,0.319
1002,What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Snapchat,6,0.029
1003,What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,Twitter,13,0.064
1004,What social platform has influenced your online shopping most?,Custom,you a feminist? Yes,None,86,0.422
1005,What social platform has influenced your online shopping most?,Custom,Are you single? No,Facebook,53,0.17
1006,What social platform has influenced your online shopping most?,Custom,Are you single? No,Instagram,105,0.337
1007,What social platform has influenced your online shopping most?,Custom,Are you single? No,Snapchat,8,0.026
1008,What social platform has influenced your online shopping most?,Custom,Are you single? No,Twitter,22,0.071
1009,What social platform has influenced your online shopping most?,Custom,Are you single? No,None,124,0.397
1010,What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Facebook,128,0.164
1011,What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Instagram,245,0.314
1012,What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Snapchat,25,0.032
1013,What social platform has influenced your online shopping most?,Custom,Are you single? Yes,Twitter,57,0.073
1014,What social platform has influenced your online shopping most?,Custom,Are you single? Yes,None,325,0.417
1015,What social platform has influenced your online shopping most?,Custom,student loan debt? No,Facebook,326,0.213
1016,What social platform has influenced your online shopping most?,Custom,student loan debt? No,Instagram,504,0.33
1017,What social platform has influenced your online shopping most?,Custom,student loan debt? No,Snapchat,47,0.031
1018,What social platform has influenced your online shopping most?,Custom,student loan debt? No,Twitter,99,0.065
1019,What social platform has influenced your online shopping most?,Custom,student loan debt? No,None,552,0.361
1020,What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Facebook,148,0.193
1021,What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Instagram,258,0.337
1022,What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Snapchat,21,0.027
1023,What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,Twitter,60,0.078
1024,What social platform has influenced your online shopping most?,Custom,student loan debt? Yes,None,279,0.364
1025,What social platform has influenced your online shopping most?,Custom,you a virgin? No,Facebook,362,0.213
1026,What social platform has influenced your online shopping most?,Custom,you a virgin? No,Instagram,579,0.341
1027,What social platform has influenced your online shopping most?,Custom,you a virgin? No,Snapchat,51,0.03
1028,What social platform has influenced your online shopping most?,Custom,you a virgin? No,Twitter,108,0.064
1029,What social platform has influenced your online shopping most?,Custom,you a virgin? No,None,596,0.351
1030,What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Facebook,104,0.179
1031,What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Instagram,181,0.311
1032,What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Snapchat,18,0.031
1033,What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,Twitter,47,0.081
1034,What social platform has influenced your online shopping most?,Custom,you a virgin? Yes,None,232,0.399
1035,What social platform has influenced your online shopping most?,Custom,you vote for? Didn't vote,Facebook,58,0.199
1036,What social platform has influenced your online shopping most?,Custom,you vote for? Didn't vote,Instagram,97,0.333
1037,What social platform has influenced your online shopping most?,Custom,you vote for? Didn't vote,Snapchat,9,0.031
1038,What social platform has influenced your online shopping most?,Custom,you vote for? Didn't vote,Twitter,20,0.069
1039,What social platform has influenced your online shopping most?,Custom,you vote for? Didn't vote,None,107,0.368
1040,What social platform has influenced your online shopping most?,Custom,you vote for? Writing in Bernie,Facebook,28,0.2
1041,What social platform has influenced your online shopping most?,Custom,you vote for? Writing in Bernie,Instagram,53,0.379
1042,What social platform has influenced your online shopping most?,Custom,you vote for? Writing in Bernie,Snapchat,3,0.021
1043,What social platform has influenced your online shopping most?,Custom,you vote for? Writing in Bernie,Twitter,8,0.057
1044,What social platform has influenced your online shopping most?,Custom,you vote for? Writing in Bernie,None,48,0.343
1045,What social platform has influenced your online shopping most?,Custom,you vote for? Other,Facebook,18,0.3
1046,What social platform has influenced your online shopping most?,Custom,you vote for? Other,Instagram,19,0.317
1047,What social platform has influenced your online shopping most?,Custom,you vote for? Other,Snapchat,4,0.067
1048,What social platform has influenced your online shopping most?,Custom,you vote for? Other,Twitter,3,0.05
1049,What social platform has influenced your online shopping most?,Custom,you vote for? Other,None,16,0.267
1050,What social platform has influenced your online shopping most?,Custom,you vote for? Gary Johnson,Facebook,62,0.242
1051,What social platform has influenced your online shopping most?,Custom,you vote for? Gary Johnson,Instagram,60,0.234
1052,What social platform has influenced your online shopping most?,Custom,you vote for? Gary Johnson,Snapchat,5,0.02
